,MI_dir_L.1_weight,MI_dir_L.1_mean,MI_dir_L.1_variance,H_L.1_weight,H_L.1_mean,H_L.1_variance,HH_L.1_mean,HH_L.1_std,HH_L.1_magnitude,HH_L.1_radius,HH_L.1_covariance,HH_L.1_pcc,HH_jit_L.1_weight,HH_jit_L.1_mean,HH_jit_L.1_variance,HpHp_L.1_weight,HpHp_L.1_mean,HpHp_L.1_std,HpHp_L.1_magnitude,HpHp_L.1_radius,HpHp_L.1_covariance,HpHp_L.1_pcc,HH_L.1_weight
121,15.976616,119.7584874,34728.39447,15.976616,119.7584874,34728.39447,138.371889,191.7947195,29.898158,18591.8379,-4674.772153,-0.76253312,52.48969,2298795.1,3.40E+01,1,74,,74,,,,52.48969
122,16.9681187,119.2559219,3443.49789,16.9681187,119.2559219,3443.49789,137.7331,19.2328887,283.8473337,15846.4437,-3855.34562,-0.6425926,53.388489,2247687.13,3.33E+02,1.9999763,69.9999521,4,11.8626196,16,,,53.388489
123,17.9673764,124.82478,37423.25686,17.9673764,124.82478,37423.25686,147.7957778,24.186389,289.29933,17852.1581,-572.612516,-0.88832998,54.3847284,226928.13,3.27E+02,2.999962125,286.669371,36.4313333,296.664246,939.1623,,,54.3847284
124,18.96298,124.28237,37111.2682,18.96298,124.28237,37111.2682,146.39561,22.617625,293.626256,16846.5894,-2799.12991,-0.4398526,55.3623637,216684.44,3.21E+02,3.999837966,231.4997928,282.54472,367.76111,1615.4917,4429.81383,0.58913574,55.3623637
125,19.9619866,123.752272,3684.3845,19.9619866,123.752272,3684.3845,144.8763772,21.828364,292.9145266,1661.564,-3439.425866,-0.54459561,56.357797,21273544.13,3.16E+02,4.99984143,198.3985376,26.8173956,347.876492,97759.49559,26389.88222,0.38185819,56.357797
126,11.9619782,123.2297766,3652.48468,11.9619782,123.2297766,3652.48468,143.4934488,199.58926,292.232998,16383.2819,-456.66113,-0.64716182,57.3576671,29558.1,3.10E+01,5.99983763,176.3313929,243.151289,335.789298,91787.15661,1419.29391,0.2225192,57.3576671
127,111.966652,122.7976,36197.9842,111.966652,122.7976,36197.9842,142.29614,198.65299,291.6468924,16158.3951,-4586.63738,-0.73732512,58.359183,254421.55,3.50E+01,1,74,,74,,,,58.359183
128,112.9585142,122.287319,3595.75383,112.9585142,122.287319,3595.75383,141.362,196.622578,285.273231,13766.5464,-3813.65643,-0.6253567,59.3397681,2192479.18,3.00E+00,1.99998787,69.99996157,4,11.8626262,16,,,59.3397681
129,113.9575112,127.5323676,38698.19516,113.9575112,127.5323676,38698.19516,15.6481647,28.584744,29.1585963,15668.2461,-5488.59692,-0.84787697,6.3345263,19856125.39,2.95E+02,2.99996329,286.6693112,36.431357,296.663676,939.14512,,,6.3345263
13,114.955578,126.997734,38394.19575,114.955578,126.997734,38394.19575,149.2611672,27.147736,293.868496,14595.7273,-332.78871,-0.4743862,61.2978958,1953774.3,2.90E+01,3.999779981,231.4989488,282.539922,363.6959983,1324.1418,42975.27972,0.594238324,61.2978958
131,115.9497683,126.47188,3894.87958,115.9497683,126.47188,3894.87958,147.918881,25.7385667,293.188557,14358.3886,-369.899171,-0.5681831,62.293742,1921591.7,2.86E+02,4.99975259,198.397526,26.8166464,343.576188,9462.47469,25916.7869,0.387532544,62.293742
132,116.9451945,125.953923,378.13121,116.9451945,125.953923,378.13121,146.6191368,24.3564298,292.5349652,14129.7771,-4168.767,-0.6638696,63.2692357,1891126.54,2.81E+02,5.999555286,176.3296315,243.1494826,331.3233387,88416.94188,14111.57447,0.226347821,63.2692357
133,117.943944,125.513424,3752.32821,117.943944,125.513424,3752.32821,145.4849198,22.954143,289.2679999,1297.1488,-3649.437676,-0.5853356,64.257917,1861566.78,2.77E+02,1,74,,74,,,,64.257917
134,118.9399134,125.1355,37216.55148,118.9399134,125.1355,37216.55148,144.2625275,21.6248311,286.1592359,11794.9358,-3179.941166,-0.5162687,65.246493,18329371.99,2.73E+02,1.9999733,69.9999466,4,11.8626156,16,,,65.246493
135,119.9297618,129.9741834,39833.42574,119.9297618,129.9741834,39833.42574,152.983376,212.8881,29.653369,13599.8423,-47.37221,-0.72546293,66.185156,1851732.12,2.69E+02,2.9998233,286.68978,36.4354156,296.775961,9392.66395,,,66.185156
136,12.925855,129.4451239,39537.57392,12.925855,129.4451239,39537.57392,151.6853775,21.764441,294.66688,12737.5436,-2481.983965,-0.386983,67.1346373,17782357.41,2.65E+02,3.99957284,231.547881,282.574454,363.73344,1325.9516,42973.3343,0.59421959,67.1346373
137,121.9199151,128.924743,39246.2757,121.9199151,128.924743,39246.2757,15.425541,29.463398,293.4188174,1252.3163,-333.79121,-0.47585254,68.139218,175292.5,2.61E+02,4.99955629,198.48553,26.8192495,343.581622,9463.78729,25913.6859,0.387491459,68.139218
138,122.9153169,128.412846,38958.68569,122.9153169,128.412846,38958.68569,149.221691,28.184766,292.7935216,12274.8896,-3568.88529,-0.56323556,69.15279,1726715.11,2.57E+02,5.99936272,176.3316997,243.1514397,331.328831,88417.9381,1419.4762,0.22634637,69.15279
139,123.913596,127.9736857,38667.98453,123.913596,127.9736857,38667.98453,148.1279991,26.8851119,289.7847938,11229.5159,-389.1357,-0.4929923,7.95689,172377.15,2.53E+02,1,74,,74,,,,7.95689
14,124.993418,127.4775363,38388.91817,124.993418,127.4775363,38388.91817,146.9713833,25.65985,286.913333,1168.8665,-2653.55994,-0.4282164,71.715733,1678677.69,2.50E+01,1.999965668,69.99993133,3.999999999,11.862654,16,,,71.715733
141,125.991851,132.1834874,485.2621,125.991851,132.1834874,485.2621,154.9293329,214.946255,291.7454,11881.143,-446.365679,-0.6247274,72.76826,16547635.6,2.46E+02,2.999963159,286.6692816,36.4313166,296.663389,939.15181,,,72.76826
142,126.9491,131.6619634,4562.6561,126.9491,131.6619634,4562.6561,153.7111914,213.718918,294.2311151,11179.531,-224.59377,-0.31527757,73.41812,1632968.42,2.43E+02,3.999839834,231.4997522,282.54458,363.6961554,1324.3129,42975.3275,0.594237884,73.41812
143,127.929175,131.1485899,4278.91527,127.929175,131.1485899,4278.91527,152.525968,212.5114466,293.613674,1947.7631,-2551.561561,-0.3995968,74.34816,161425.16,2.40E+01,4.99985428,198.3985136,26.8173871,343.5763793,9462.71826,25915.95911,0.38752981,74.34816
144,128.929167,13.6431817,39999.11165,128.929167,13.6431817,39999.11165,151.3723348,211.323175,293.16447,1723.4595,-364.452,-0.48255372,75.347967,15885762.79,2.37E+02,5.99985395,176.3313789,243.151248,331.32388,88417.467,14111.31758,0.22634235,75.347967
145,129.95132,13.271313,39715.69968,129.95132,13.271313,39715.69968,15.354356,21.1133764,29.228262,99772.59777,-2618.1421,-0.41657346,76.28116,15676745.32,2.34E+02,1,74,,74,,,,76.28116
146,13.893375,129.71661,39443.5342,13.893375,129.71661,39443.5342,149.2587648,28.9628737,287.56872,9886.9529,-2212.14234,-0.35556294,76.99786524,15473145.58,2.31E+02,1.999944529,69.9998895,3.999999998,11.8625764,15.99999999,,,76.99786524
147,131.889159,134.192249,41766.31196,131.889159,134.192249,41766.31196,156.5763923,217.3213282,291.426222,1432.4471,-3496.541225,-0.5442322,77.99539366,1527476.2,2.28E+02,2.99988332,286.6752357,36.4334511,296.7214,9391.45998,,,77.99539366
148,132.8799251,133.679182,41486.72774,132.8799251,133.679182,41486.72774,155.42971,216.1786329,294.369973,99854.64479,-1638.515148,-0.255151,78.98996442,1581384.24,2.25E+02,3.999671511,231.518959,282.557734,363.6999741,1325.112,42973.82624,0.59421385,78.98996442
149,133.879924,133.1734979,4121.8518,133.879924,133.1734979,4121.8518,154.3116984,215.527762,293.7811224,99628.34644,-2141.82194,-0.33527115,79.98996377,14892843.28,2.22E+02,4.999671478,198.3993417,26.818944,343.5794554,9463.23129,25914.6281,0.38757796,79.98996377
15,134.879884,132.6754733,4938.47412,134.879884,132.6754733,4938.47412,153.221295,213.9433868,293.298444,9948.31536,-2632.34924,-0.41419293,8.98993773,1478958.18,2.19E+02,5.99966985,176.331575,243.1512833,331.3266758,88417.75585,1411.14977,0.226322764,8.98993773
151,135.8781153,132.243649,4662.33694,135.8781153,132.243649,4662.33694,152.25556,212.812414,29.612635,98536.6859,-2216.486,-0.35199742,81.98887783,14529556.31,2.17E+02,1,74,,74,,,,81.98887783
152,136.873813,131.759668,4397.7738,136.873813,131.759668,4397.7738,151.2156354,211.735535,288.1223112,9765.85722,-1835.795968,-0.29436941,82.98421114,14354468.1,2.14E+02,1.99994381,69.99988616,3.999999998,11.8625744,15.99999999,,,82.98421114
153,137.8694885,136.26371,42595.677,137.8694885,136.26371,42595.677,157.9881945,219.327119,291.7337269,99195.85932,-327.718277,-0.46868945,83.98366985,14183548.35,2.12E+02,2.9999336,286.6716438,36.4321836,296.686261,939.68312,,,83.98366985
154,138.8637329,135.522264,42323.99119,138.8637329,135.522264,42323.99119,156.957278,218.2583655,294.7131452,9893.8128,-119.3373,-0.18521336,84.9816379,1416644.13,2.90E+01,3.99984798,231.5145,282.55249,367.762426,1615.8726,4429.5168,0.589129142,84.9816379
155,139.8629127,135.249537,4255.6917,139.8629127,135.249537,4255.6917,155.8484344,217.241987,294.151622,9879.85983,-1694.65672,-0.26496549,85.97966187,13853621.34,2.70E+01,4.999781174,198.3993837,26.818779,347.877544,97759.8287,26389.57454,0.381852342,85.97966187
156,14.862984,134.5349358,4179.7151,14.862984,134.5349358,4179.7151,154.8154464,216.164363,293.65679,98495.26722,-2187.55762,-0.34359883,86.97916129,13694346.16,2.40E+01,5.99975265,176.331979,243.1515364,335.7817921,91787.3798,14189.98494,0.2224487,86.97916129
157,141.8586986,134.18288,41521.7794,141.8586986,134.18288,41521.7794,153.8968496,215.129362,291.1717133,97689.48125,-1796.9261,-0.28479651,87.9776198,13538688.2,2.20E+01,1,74,,74,,,,87.9776198
158,142.852327,133.6314353,41263.35363,142.852327,133.6314353,41263.35363,152.989461,214.913221,288.8336249,9687.4158,-1439.887578,-0.2322512,88.9731151,13386521.95,2.00E+00,1.99995585,69.9999117,3.999999999,11.862599,15.99999999,,,88.9731151
159,143.856814,137.77666,4335.631,143.856814,137.77666,4335.631,159.2119127,221.436291,292.219353,98337.56475,-2553.765962,-0.39548159,89.9728553,13237736.67,1.98E+02,2.99993245,286.6715147,36.432129,296.68511,939.64475,,,89.9728553
16,144.8365423,137.2125722,4386.1655,144.8365423,137.2125722,4386.1655,158.1871921,22.4166,295.11972,98127.33812,-85.332654,-0.13227684,9.9632422,139228.26,1.95E+02,3.999637183,231.4986316,282.538791,367.7612645,1615.3342,4428.88376,0.589123278,9.9632422
161,145.8353767,136.7242643,42825.1894,145.8353767,136.7242643,42825.1894,157.1847489,219.49135,294.4756698,97913.39131,-1332.768,-0.2825143,91.9625112,12949843.63,1.93E+02,4.99964994,198.396292,26.815823,347.876155,97759.176,26389.9162,0.381848532,91.9625112
162,146.8353665,136.242674,42567.28787,146.8353665,136.242674,42567.28787,156.238722,218.77527,293.9532693,9774.52239,-184.44373,-0.28323225,92.9625374,1281541.84,1.91E+02,5.99964647,176.3287877,243.1487938,335.785424,91786.56339,14189.76726,0.22243823,92.9625374
163,147.8324976,135.8215727,4235.3742,147.8324976,135.8215727,4235.3742,155.3289971,217.71167,293.489351,97493.5578,-2223.99242,-0.3569381,93.966874,1267422.46,1.89E+02,1,74,,74,,,,93.966874
164,148.8224435,135.3524125,4253.64416,148.8224435,135.3524125,4253.64416,154.3882392,216.1175742,289.4598986,96193.3199,-173.773137,-0.27185781,94.95429712,1254725.59,1.87E+02,1.99993199,69.99986398,3.999999998,11.8625591,15.99999998,,,94.95429712
165,149.819186,139.2547691,4439.2231,149.819186,139.2547691,4439.2231,16.2829654,222.5295773,292.646439,97589.96446,-2745.745232,-0.42549321,95.9521693,124127.91,1.85E+02,2.999887174,286.6747249,36.4332883,296.71694,9391.3618,,,95.9521693
166,15.882435,138.769213,43782.5498,15.882435,138.769213,43782.5498,159.314267,221.583763,295.1927,97184.52871,-1279.2631,-0.19935131,96.9452172,1228217.17,1.83E+02,3.999669618,231.514866,282.555512,362.5451654,12416.373,42672.5437,0.595717442,96.9452172
167,151.88232,138.289673,43528.7946,151.88232,138.289673,43528.7946,158.3577468,22.6491695,294.55679,96976.37464,-171.99121,-0.26775866,97.9452335,1215662.35,1.82E+02,4.999669314,198.399,26.817851,342.3568633,93741.79185,25779.2969,0.389187716,97.9452335
168,152.87789,137.8165972,43277.9897,152.87789,137.8165972,43277.9897,157.424329,219.725655,294.48147,96772.8269,-2133.71664,-0.33531591,98.9449175,1233757.85,1.80E+01,5.999654722,176.33123,243.15994,33.587241,87495.4411,1487.5976,0.2281328,98.9449175
169,153.84956,137.416662,4322.82637,153.84956,137.416662,4322.82637,156.5895785,218.781172,291.845822,9674.67594,-178.767259,-0.2821281,99.9419496,11913348.26,1.78E+02,1,74,,74,,,,99.9419496
17,154.797865,136.94464,42777.61786,154.797865,136.94464,42777.61786,155.69219,217.8795378,289.765331,95364.442,-1456.16581,-0.23238965,1.9379797,11795321.84,1.76E+02,1.999977834,69.99995567,4,11.8626222,16,,,1.9379797
171,155.7961722,14.6828577,44671.1982,155.7961722,14.6828577,44671.1982,161.2279296,223.828283,292.7769835,96698.88341,-2435.933951,-0.3784249,11.9373835,1167961.39,1.74E+02,2.99996621,286.669911,36.4312321,296.661545,939.1,,,11.9373835
172,156.7816365,14.26582,44421.5324,156.7816365,14.26582,44421.5324,16.327388,222.934156,293.3899519,96933.455,-1514.76323,-0.2355351,12.9278728,11566136.66,1.73E+02,3.999686127,231.4974891,282.531766,328.631763,113729.4397,35816.72865,0.44542829,12.9278728
173,157.7816233,139.7361967,44174.67332,157.7816233,139.7361967,44174.67332,159.3953523,222.497889,292.8951589,96732.25272,-1337.3298,-0.287687,13.9278641,11454846.61,1.71E+02,4.99968579,198.3959111,26.8154696,36.215272,15985.4164,36757.6134,0.494352361,13.9278641
174,158.719476,139.9835755,4396.586,158.719476,139.9835755,4396.586,572.5281757,594.289871,572.5281757,35318.4498,,,2.7318757,45896978,4.80E+01,1,179,,179,,,,2.7318757
175,159.446978,139.486755,43669.9159,159.446978,139.486755,43669.9159,6,6.74E-01,6,4.55E-01,,,13.3883511,1276298.7,1.44E+02,14.17534918,6,6.74E-01,6,4.55E-01,,,13.3883511
176,158.967827,138.986958,43434.69545,158.967827,138.986958,43434.69545,6,9.54E-01,6,9.90E-01,,,14.2976982,95575534.43,1.35E+02,15.7936758,6,6.74E-01,6,4.55E-01,,,14.2976982
177,158.8664854,138.4835444,432.3989,158.8664854,138.4835444,432.3989,6,,6,,,,15.19864478,8928719.72,1.26E+02,15.97489882,6,6.74E-01,6,4.55E-01,,,15.19864478
178,158.7724421,137.9892297,42966.77164,158.7724421,137.9892297,42966.77164,6,,6,,,,16.9397844,83739251.61,1.19E+02,16.86488675,6,,6,,,,16.9397844
179,158.6691328,137.497786,42734.6863,158.6691328,137.497786,42734.6863,6,,6,,,,16.98214142,7888233.28,1.12E+02,17.7476927,6,9.54E-01,6,9.90E-01,,,16.98214142
18,158.5792873,137.985,4252.22216,158.5792873,137.985,4252.22216,6,9.54E-01,6,9.90E-01,,,17.86549674,7439735.91,1.60E+01,18.62578971,6,6.74E-01,6,4.55E-01,,,17.86549674
181,158.4844613,136.523996,42271.22631,158.4844613,136.523996,42271.22631,6,,6,,,,18.74215396,7427532.99,1.10E+01,19.49719788,6,9.54E-01,6,9.90E-01,,,18.74215396
182,158.3896472,136.399677,4241.824,158.3896472,136.399677,4241.824,6,9.54E-01,6,9.90E-01,,,19.61268276,66836615.17,9.62E+02,2.3625182,6,1.17E-01,6,1.36E-01,,,19.61268276
183,158.295761,135.5595992,41811.7925,158.295761,135.5595992,41811.7925,6,9.54E-01,6,9.90E-01,,,2.4771469,63572653.91,9.17E+02,21.22179319,6,9.54E-01,6,9.90E-01,,,2.4771469
184,158.222788,135.819853,41583.3591,158.222788,135.819853,41583.3591,6,,6,,,,21.33578198,659327.81,8.76E+02,22.7528756,6,9.54E-01,6,9.90E-01,,,21.33578198
185,158.17528,134.67161,41355.78155,158.17528,134.67161,41355.78155,6,6.74E-01,6,4.55E-01,,,22.18813958,57862153.21,8.38E+02,22.92252783,6,9.54E-01,6,9.90E-01,,,22.18813958
186,158.167982,134.1349594,41129.665,158.167982,134.1349594,41129.665,6,6.74E-01,6,4.55E-01,,,23.357118,5535237.71,8.30E+01,23.76439314,6,9.54E-01,6,9.90E-01,,,23.357118
187,157.9259676,133.665538,493.21463,157.9259676,133.665538,493.21463,6,6.74E-01,6,4.55E-01,,,23.8765416,53325.55,7.70E+01,24.634142,6,1.17E-01,6,1.36E-01,,,23.8765416
188,157.835541,133.198861,4678.22668,157.835541,133.198861,4678.22668,6,6.74E-01,6,4.55E-01,,,24.71112429,5885927.37,7.40E+01,25.434835,6,1.35E-01,6,1.82E-01,,,24.71112429
189,157.7427259,132.7347669,4454.1142,157.7427259,132.7347669,4454.1142,6,1.17E-01,6,1.36E-01,,,25.541615,48893534.47,7.12E+02,26.25441226,6,1.51E-01,6,2.27E-01,,,25.541615
19,157.654892,132.273412,423.84485,157.654892,132.273412,423.84485,6,9.54E-01,6,9.90E-01,,,26.3638451,4738966.85,6.86E+02,27.7322154,6,1.51E-01,6,2.27E-01,,,26.3638451
191,157.833174,132.55235,39987.15461,157.833174,132.55235,39987.15461,78.91933147,14.4789121,78.91933147,29.638849,,,3.937513289,276411598.8,3.40E+01,3.214656749,83.17358427,12.577468,83.17358427,158.192521,,,3.937513289
192,158.83351,131.74116,39746.39261,158.83351,131.74116,39746.39261,78.91933146,14.4789121,99.7398133,29.6412255,-4.244969712,-0.293197875,3.93751327,27641163.8,3.40E+01,3.21465672,83.17358436,12.5774674,12.9443729,158.1949929,2.246913622,0.1899252,3.93751327
193,159.83341,131.479882,3958.5652,159.83341,131.479882,3958.5652,78.91935955,14.4789261,99.73979162,29.64152,-4.24725592,-0.2933424,3.937523267,27641896.1,3.40E+01,3.214666733,83.1736543,12.5774475,12.944324,158.194648,2.248243448,0.1945787,3.937523267
194,16.5611768,131.34628,39294.651,16.5611768,131.34628,39294.651,6,6.74E-01,6,4.55E-01,,,27.18184199,4538437.84,6.62E+02,27.88632125,6,1.51E-01,6,2.27E-01,,,27.18184199
195,16.452146,13.591951,398.42119,16.452146,13.591951,398.42119,6,1.17E-01,6,1.36E-01,,,27.9946888,43689936.55,6.39E+02,28.69368157,6,1.17E-01,6,1.36E-01,,,27.9946888
196,161.4498925,13.2413821,38858.7596,161.4498925,13.2413821,38858.7596,158.476764,221.278248,293.2876386,966.85818,-1485.2815,-0.23373541,92.95785427,1133162.57,1.69E+02,1,74,,74,,,,92.95785427
197,162.443174,129.8459122,38644.11482,162.443174,129.8459122,38644.11482,157.4924298,22.531361,291.625661,95255.323,-965.818978,-0.15324426,93.95398386,1121112.37,1.68E+02,1.999958364,69.99991673,3.999999999,11.8625954,15.99999999,,,93.95398386
198,163.44824,13.213964,38429.67791,163.44824,13.213964,38429.67791,157.8347855,218.9164692,291.2479553,952.62262,-121.21132,-0.16287451,94.95261425,1192942.82,1.66E+02,2.99992921,11.8884,56.6631162,132.5752445,321.78737,,,94.95261425
199,164.4353648,129.8234485,3822.89483,164.4353648,129.8234485,3822.89483,156.8776692,217.972339,316.7612862,123247.8818,-361.3517263,-0.4915943,95.94945523,197733.46,1.64E+02,3.99982944,99.19711,52.64555,684.433864,38459.253,3187.27698,0.957446149,95.94945523
2,165.4337338,129.4376539,3814.33427,165.4337338,129.4376539,3814.33427,155.942884,217.39535,316.298918,12392.291,-656.1683472,-0.896586,96.9485353,186411.99,1.62E+02,4.99978973,92.3998812,48.89828329,683.1193551,38456.6752,2871.62642,0.951622232,96.9485353
21,166.4337324,129.564952,3789.96357,166.4337324,129.564952,3789.96357,155.22478,216.1179668,315.846394,122939.8182,-944.845443,-0.12964267,97.9485273,1753185.53,1.61E+02,5.999789689,87.99974587,45.791124,682.538194,38454.8986,26646.23955,0.945115366,97.9485273
22,167.43125,128.6798839,3767.74565,167.43125,128.6798839,3767.74565,154.1223537,215.273848,315.45785,122791.144,-1227.535583,-0.16914337,98.9471533,164459.33,1.59E+02,6.999698579,84.85678969,43.128576,682.1478,38453.661,24862.5494,0.93712774,98.9471533
23,168.4288432,128.3552371,3742.1625,168.4288432,128.3552371,3742.1625,153.326942,214.2764861,313.272691,12193.193,-853.443334,-0.1185797,99.94561954,15386.32,1.58E+02,1,74,,74,,,,99.94561954
24,169.422413,127.9871911,3724.15792,169.422413,127.9871911,3724.15792,152.4556344,213.3877726,31.735955,1215.4859,-57.9861895,-0.718264,1.9417969,143369.46,1.56E+02,1.999961753,69.9999235,3.999999999,11.86261,15.99999999,,,1.9417969
25,17.419457,13.974153,38497.25919,17.419457,13.974153,38497.25919,157.288648,217.6424166,313.95413,121752.1757,-1474.688426,-0.2231958,11.94122,1331258.98,1.54E+02,2.999926392,259.45864,267.379914,269.3684759,71453.56226,,,11.94122
26,171.46339,13.5949511,38297.14836,171.46339,13.5949511,38297.14836,156.3227585,216.7673142,312.8295251,11925.4392,-1522.28642,-0.21217228,12.932196,123889.42,1.53E+02,3.999696376,21.749777,246.1172252,39.38564,67331.9225,281.8176,0.663517585,12.932196
27,172.455538,13.222824,3899.756,172.455538,13.222824,3899.756,155.4536999,215.927,312.3961584,11958.373,-173.644998,-0.2384116,13.9317245,113245.86,1.52E+02,4.99967853,181.7979574,227.619798,29.4384669,59571.51415,18314.735,0.469255736,13.9317245
28,173.435688,129.89666,37897.4847,173.435688,129.89666,37897.4847,154.6774368,215.16536,312.163,11899.4821,-1864.74718,-0.2621985,14.935279,135887.44,1.50E+01,1,74,,74,,,,14.935279
29,174.3983393,129.529686,3773.45654,174.3983393,129.529686,3773.45654,153.842835,214.179169,38.33867,11745.6873,-1357.611126,-0.19277687,15.9273634,9941144.33,1.49E+02,1.999969842,69.99993968,4,11.8626112,16,,,15.9273634
21,175.3981324,132.5426617,3971.68746,175.3981324,132.5426617,3971.68746,158.5552629,218.628536,31.412772,118216.1223,-2291.771616,-0.318818,16.9272377,9848173.217,1.47E+02,2.999967469,266.2852,277.258783,276.134395,76843.9894,,,16.9272377
211,176.3897547,132.1654138,38875.1453,176.3897547,132.1654138,38875.1453,157.6976514,217.7862536,39.6284331,115683.994,-2547.636581,-0.3612643,17.922135,975692.633,1.46E+02,3.99982418,215.999366,255.294354,3.2151992,68487.45355,25779.1831,0.69416461,17.922135
212,177.3879956,131.7924156,3868.52782,177.3879956,131.7924156,3868.52782,156.8557788,216.96553,39.2556,115536.3824,-2659.81537,-0.3774146,18.921541,9667342.721,1.45E+02,4.999784288,185.9981985,236.19856,279.47891,59593.79699,17541.426,0.51738324,18.921541
213,178.385594,131.468448,38482.3944,178.385594,131.468448,38482.3944,156.11993,216.1146183,37.121776,114797.6995,-231.394366,-0.331281,19.9195276,9579393.447,1.43E+02,1,74,,74,,,,19.9195276
